drug1,drug2,status
Ceftazidim,Kali chlorid,compatible
Ceftazidim  +  Avibactam,Ceftriaxon,unknown
Ceftazidim  +  Avibactam,Ciprofloxacin,unknown
Ceftazidim  +  Avibactam,Clindamycin,unknown
Ceftazidim  +  Avibactam,Deferoxamin mesilat,unknown
Ceftazidim  +  Avibactam,Dexamethason phosphat,unknown
Ceftazidim  +  Avibactam,Dextrose,unknown
Ceftazidim  +  Avibactam,Diazepam,unknown
Ceftazidim  +  Avibactam,Diphenhydramin hydroclorid,unknown
Ceftazidim  +  Avibactam,Dobutamine Hydrochlorid,unknown
Ceftazidim  +  Avibactam,Dopamin hydrochlorid,compatible
Ceftazidim  +  Avibactam,Enoxaparin natri,unknown
Ceftazidim  +  Avibactam,Esomeprazol,unknown
Ceftazidim  +  Avibactam,Fentanyl,unknown
Ceftazidim  +  Avibactam,Filgrastim,unknown
Ceftazidim  +  Avibactam,Fluconazol,unknown
Ceftazidim  +  Avibactam,Fosfomycin Sodium,compatible
Ceftazidim  +  Avibactam,Furosemid,compatible
Ceftazidim  +  Avibactam,Ganciclovir,unknown
Ceftazidim  +  Avibactam,Gentamicin,compatible
Ceftazidim  +  Avibactam,Heparin natri,compatible
Ceftazidim  +  Avibactam,Gelatin,unknown
Ceftazidim  +  Avibactam,Natri colistimethat,compatible
Ceftazidim  +  Avibactam,Recombinant Human Erythropoietin alfa,unknown
Ceftazidim  +  Avibactam,Naloxon hydroclorid,unknown
Ceftazidim  +  Avibactam,Neostigmin methylsulfat,unknown
Ceftazidim  +  Avibactam,Nicardipin hydrochlorid,unknown
Ceftazidim  +  Avibactam,Noradrenalin,unknown
Ceftazidim  +  Avibactam,Octreotide,unknown
Ceftazidim  +  Avibactam,Omeprazol,unknown
Ceftazidim  +  Avibactam,Ondansetron,unknown
Ceftazidim  +  Avibactam,Oxacilin,unknown
Ceftazidim  +  Avibactam,Pantoprazol,unknown
Ceftazidim  +  Avibactam,Phenobarbital,unknown
Ceftazidim  +  Avibactam,Phytomenadion,unknown
Ceftazidim  +  Avibactam,Piperacilin + Tazobactam,unknown
Ceftazidim  +  Avibactam,Propofol,unknown
Ceftazidim  +  Avibactam,Rocuronium Bromid,unknown
Ceftazidim  +  Avibactam,Natri bicarbonat,compatible
Ceftazidim  +  Avibactam,Natri Chlorid,unknown
Ceftazidim  +  Avibactam,Natri lactat,unknown
Ceftazidim  +  Avibactam,Sugammadex,unknown
Ceftazidim  +  Avibactam,Terbutalin sulfat,unknown
Ceftazidim  +  Avibactam,Tinidazol,unknown
Ceftazidim  +  Avibactam,Tobramycin sulfat,compatible
Ceftazidim  +  Avibactam,Vancomycin,compatible
Ceftazidim  +  Avibactam,Voriconazol,unknown
Ceftazidim  +  Avibactam,Hydrocortison,unknown
Ceftazidim  +  Avibactam,Iloprost,unknown
Ceftazidim  +  Avibactam,Imipenem + Cilasatin,compatible
Ceftazidim  +  Avibactam,Immune globulin,unknown
Ceftazidim  +  Avibactam,Insulin aspart,unknown
Ceftazidim  +  Avibactam,Iohexol,unknown
Ceftazidim  +  Avibactam,Iopromide,unknown
Ceftazidim  +  Avibactam,Ketamine,unknown
Ceftazidim  +  Avibactam,Ketorolac Tromethamol,unknown
Ceftazidim  +  Avibactam,Levobupivacain,unknown
Ceftazidim  +  Avibactam,Levofloxacin,compatible
Ceftazidim  +  Avibactam,Lidocain hydroclorid,unknown
Ceftazidim  +  Avibactam,Linezolid,compatible
Ceftazidim  +  Avibactam,Magie Chlorid,unknown
Ceftazidim  +  Avibactam,Magie sulfat,compatible
Ceftazidim  +  Avibactam,Manitol,unknown
Ceftazidim  +  Avibactam,Meropenem,compatible
Ceftazidim  +  Avibactam,Methotrexat,unknown
Ceftazidim  +  Avibactam,Methylprednisolon,unknown
Ceftazidim  +  Avibactam,Metronidazol,compatible
Ceftazidim  +  Avibactam,Micafungin natri,unknown
Ceftazidim  +  Avibactam,Midazolam,unknown
Ceftazidim  +  Avibactam,Milrinone,unknown
Ceftazidim  +  Avibactam,Morphin sulfat,unknown
Ceftazidim  +  Avibactam,Kali chlorid,compatible
Ceftriaxon,Ciprofloxacin,unknown
Ceftriaxon,Clindamycin,incompatible
Ceftriaxon,Deferoxamin mesilat,unknown
Ceftriaxon,Dexamethason phosphat,compatible
Ceftriaxon,Dextrose,unknown
Ceftriaxon,Diazepam,incompatible
Ceftriaxon,Diphenhydramin hydroclorid,incompatible
Ceftriaxon,Dobutamine Hydrochlorid,incompatible
Ceftriaxon,Dopamin hydrochlorid,compatible
Ceftriaxon,Enoxaparin natri,unknown
Ceftriaxon,Esomeprazol,unknown
Ceftriaxon,Fentanyl,compatible
Ceftriaxon,Filgrastim,incompatible
Ceftriaxon,Fluconazol,controversial
Ceftriaxon,Fosfomycin Sodium,compatible
Ceftriaxon,Furosemid,compatible
Ceftriaxon,Ganciclovir,incompatible
Ceftriaxon,Gentamicin,compatible
Ceftriaxon,Heparin natri,compatible
Ceftriaxon,Gelatin,unknown
Ceftriaxon,Natri colistimethat,unknown
Ceftriaxon,Recombinant Human Erythropoietin alfa,compatible
Ceftriaxon,Naloxon hydroclorid,compatible
Ceftriaxon,Neostigmin methylsulfat,unknown
Ceftriaxon,Nicardipin hydrochlorid,compatible
Ceftriaxon,Noradrenalin,unknown
Ceftriaxon,Octreotide,compatible
Ceftriaxon,Omeprazol,unknown
Ceftriaxon,Ondansetron,controversial
Ceftriaxon,Oxacilin,compatible
Ceftriaxon,Pantoprazol,compatible
Ceftriaxon,Phenobarbital,compatible
Ceftriaxon,Phytomenadion,compatible
Ceftriaxon,Piperacilin + Tazobactam,unknown
Ceftriaxon,Propofol,controversial
Ceftriaxon,Rocuronium Bromid,compatible
Ceftriaxon,Natri bicarbonat,compatible
Ceftriaxon,Natri Chlorid,unknown
Ceftriaxon,Natri lactat,unknown
Ceftriaxon,Sugammadex,unknown
Ceftriaxon,Terbutalin sulfat,unknown
Ceftriaxon,Tinidazol,unknown
Ceftriaxon,Tobramycin sulfat,incompatible
Ceftriaxon,Vancomycin,controversial
Ceftriaxon,Voriconazol,compatible
Ceftriaxon,Hydrocortison,unknown
Ceftriaxon,Iloprost,unknown
Ceftriaxon,Imipenem + Cilasatin,incompatible
Ceftriaxon,Immune globulin,unknown
Ceftriaxon,Insulin aspart,compatible
Ceftriaxon,Iohexol,unknown
Ceftriaxon,Iopromide,unknown
Ceftriaxon,Ketamine,unknown
Ceftriaxon,Ketorolac Tromethamol,compatible
Ceftriaxon,Levobupivacain,unknown
Ceftriaxon,Levofloxacin,compatible
Ceftriaxon,Lidocain hydroclorid,compatible
Ceftriaxon,Linezolid,compatible
Ceftriaxon,Magie Chlorid,unknown
Ceftriaxon,Magie sulfat,unknown
Ceftriaxon,Manitol,compatible
Ceftriaxon,Meropenem,compatible
Ceftriaxon,Methotrexat,compatible
Ceftriaxon,Methylprednisolon,unknown
Ceftriaxon,Metronidazol,compatible
Ceftriaxon,Micafungin natri,unknown
Ceftriaxon,Midazolam,compatible
Ceftriaxon,Milrinone,compatible
Ceftriaxon,Morphin sulfat,compatible
Ceftriaxon,Kali chlorid,compatible
Ciprofloxacin,Clindamycin,unknown
Ciprofloxacin,Deferoxamin mesilat,unknown
Ciprofloxacin,Dexamethason phosphat,incompatible
Ciprofloxacin,Dextrose,unknown
Ciprofloxacin,Diazepam,unknown
Ciprofloxacin,Diphenhydramin hydroclorid,compatible
Ciprofloxacin,Dobutamine Hydrochlorid,compatible
Ciprofloxacin,Dopamin hydrochlorid,compatible
Ciprofloxacin,Enoxaparin natri,unknown
Ciprofloxacin,Esomeprazol,unknown
Ciprofloxacin,Fentanyl,unknown
Ciprofloxacin,Filgrastim,unknown
Ciprofloxacin,Fluconazol,unknown
Ciprofloxacin,Fosfomycin Sodium,incompatible
Ciprofloxacin,Furosemid,incompatible
Ciprofloxacin,Ganciclovir,unknown
Ciprofloxacin,Gentamicin,compatible
Ciprofloxacin,Heparin natri,incompatible
Ciprofloxacin,Gelatin,unknown
Ciprofloxacin,Natri colistimethat,unknown
Ciprofloxacin,Recombinant Human Erythropoietin alfa,unknown
Ciprofloxacin,Naloxon hydroclorid,compatible
Ciprofloxacin,Neostigmin methylsulfat,unknown
Ciprofloxacin,Nicardipin hydrochlorid,compatible
Ciprofloxacin,Noradrenalin,unknown
Ciprofloxacin,Octreotide,compatible
Ciprofloxacin,Omeprazol,unknown
Ciprofloxacin,Ondansetron,compatible
Ciprofloxacin,Oxacilin,unknown
Ciprofloxacin,Pantoprazol,incompatible
Ciprofloxacin,Phenobarbital,unknown
Ciprofloxacin,Phytomenadion,unknown
Ciprofloxacin,Piperacilin + Tazobactam,incompatible
Ciprofloxacin,Propofol,incompatible
Ciprofloxacin,Rocuronium Bromid,compatible
Ciprofloxacin,Natri bicarbonat,controversial
Ciprofloxacin,Natri Chlorid,compatible
Ciprofloxacin,Natri lactat,unknown
Ciprofloxacin,Sugammadex,unknown
Ciprofloxacin,Terbutalin sulfat,unknown
Ciprofloxacin,Tinidazol,unknown
Ciprofloxacin,Tobramycin sulfat,compatible
Ciprofloxacin,Vancomycin,compatible
Ciprofloxacin,Voriconazol,compatible
Ciprofloxacin,Hydrocortison,compatible
Ciprofloxacin,Iloprost,unknown
Ciprofloxacin,Imipenem + Cilasatin,unknown
Ciprofloxacin,Immune globulin,unknown
Ciprofloxacin,Insulin aspart,unknown
Ciprofloxacin,Iohexol,unknown
Ciprofloxacin,Iopromide,unknown
Ciprofloxacin,Ketamine,unknown
Ciprofloxacin,Ketorolac Tromethamol,unknown
Ciprofloxacin,Levobupivacain,unknown
Ciprofloxacin,Levofloxacin,unknown
Ciprofloxacin,Lidocain hydroclorid,compatible
Ciprofloxacin,Linezolid,compatible
Ciprofloxacin,Magie Chlorid,unknown
Ciprofloxacin,Magie sulfat,incompatible
Ciprofloxacin,Manitol,unknown
Ciprofloxacin,Meropenem,incompatible
Ciprofloxacin,Methotrexat,compatible
Ciprofloxacin,Methylprednisolon,unknown
Ciprofloxacin,Metronidazol,compatible
Ciprofloxacin,Micafungin natri,unknown
Ciprofloxacin,Midazolam,compatible
Ciprofloxacin,Milrinone,compatible
Ciprofloxacin,Morphin sulfat,unknown
Ciprofloxacin,Kali chlorid,compatible
Clindamycin,Deferoxamin mesilat,unknown
Clindamycin,Dexamethason phosphat,compatible
Clindamycin,Dextrose,unknown
Clindamycin,Diazepam,incompatible
Clindamycin,Diphenhydramin hydroclorid,compatible
Clindamycin,Dobutamine Hydrochlorid,compatible
Clindamycin,Dopamin hydrochlorid,compatible
Clindamycin,Enoxaparin natri,unknown
Clindamycin,Esomeprazol,unknown
Clindamycin,Fentanyl,compatible
Clindamycin,Filgrastim,incompatible
Clindamycin,Fluconazol,controversial
Clindamycin,Fosfomycin Sodium,unknown
Clindamycin,Furosemid,compatible
Clindamycin,Ganciclovir,incompatible
Clindamycin,Gentamicin,compatible
Clindamycin,Heparin natri,compatible
Clindamycin,Gelatin,unknown
Clindamycin,Natri colistimethat,unknown
Clindamycin,Recombinant Human Erythropoietin alfa,compatible
Clindamycin,Naloxon hydroclorid,compatible
Clindamycin,Neostigmin methylsulfat,unknown
Clindamycin,Nicardipin hydrochlorid,controversial
Clindamycin,Noradrenalin,unknown
Clindamycin,Octreotide,compatible
Clindamycin,Omeprazol,unknown
Clindamycin,Ondansetron,compatible
Clindamycin,Oxacilin,compatible
Clindamycin,Pantoprazol,controversial
Clindamycin,Phenobarbital,compatible
Clindamycin,Phytomenadion,compatible
Clindamycin,Piperacilin + Tazobactam,compatible
Clindamycin,Propofol,compatible
Clindamycin,Rocuronium Bromid,compatible
Clindamycin,Natri bicarbonat,compatible
Clindamycin,Natri Chlorid,unknown
Clindamycin,Natri lactat,unknown
Clindamycin,Sugammadex,unknown
Clindamycin,Terbutalin sulfat,unknown
Clindamycin,Tinidazol,unknown
Clindamycin,Tobramycin sulfat,compatible
Clindamycin,Vancomycin,compatible
Clindamycin,Voriconazol,compatible
Clindamycin,Hydrocortison,unknown
Clindamycin,Iloprost,unknown
Clindamycin,Imipenem + Cilasatin,compatible
Clindamycin,Immune globulin,unknown
Clindamycin,Insulin aspart,unknown
Clindamycin,Iohexol,unknown
Clindamycin,Iopromide,unknown
Clindamycin,Ketamine,compatible
Clindamycin,Ketorolac Tromethamol,compatible
Clindamycin,Levobupivacain,unknown
Clindamycin,Levofloxacin,compatible
Clindamycin,Lidocain hydroclorid,compatible
Clindamycin,Linezolid,compatible
Clindamycin,Magie Chlorid,unknown
Clindamycin,Magie sulfat,compatible
Clindamycin,Manitol,compatible
Clindamycin,Meropenem,compatible
Clindamycin,Methotrexat,compatible
Clindamycin,Methylprednisolon,unknown
Clindamycin,Metronidazol,compatible
Clindamycin,Micafungin natri,unknown
Clindamycin,Midazolam,controversial
Clindamycin,Milrinone,compatible
Clindamycin,Morphin sulfat,compatible
Clindamycin,Kali chlorid,compatible
Deferoxamin mesilat,Dexamethason phosphat,unknown
Deferoxamin mesilat,Dextrose,unknown
Deferoxamin mesilat,Diazepam,unknown
Deferoxamin mesilat,Diphenhydramin hydroclorid,unknown
Deferoxamin mesilat,Dobutamine Hydrochlorid,unknown
Deferoxamin mesilat,Dopamin hydrochlorid,unknown
Deferoxamin mesilat,Enoxaparin natri,unknown
Deferoxamin mesilat,Esomeprazol,unknown
Deferoxamin mesilat,Fentanyl,unknown
Deferoxamin mesilat,Filgrastim,unknown
Deferoxamin mesilat,Fluconazol,unknown
Deferoxamin mesilat,Fosfomycin Sodium,unknown
Deferoxamin mesilat,Furosemid,unknown
Deferoxamin mesilat,Ganciclovir,unknown
Deferoxamin mesilat,Gentamicin,unknown
Deferoxamin mesilat,Heparin natri,unknown
Deferoxamin mesilat,Gelatin,unknown
Deferoxamin mesilat,Natri colistimethat,unknown
Deferoxamin mesilat,Recombinant Human Erythropoietin alfa,unknown
Deferoxamin mesilat,Naloxon hydroclorid,unknown
Deferoxamin mesilat,Neostigmin methylsulfat,unknown
Deferoxamin mesilat,Nicardipin hydrochlorid,unknown
Deferoxamin mesilat,Noradrenalin,unknown
Deferoxamin mesilat,Octreotide,unknown
Deferoxamin mesilat,Omeprazol,unknown
Deferoxamin mesilat,Ondansetron,unknown
Deferoxamin mesilat,Oxacilin,unknown
Deferoxamin mesilat,Pantoprazol,unknown
Deferoxamin mesilat,Phenobarbital,unknown
Deferoxamin mesilat,Phytomenadion,unknown
Deferoxamin mesilat,Piperacilin + Tazobactam,unknown
Deferoxamin mesilat,Propofol,unknown
Deferoxamin mesilat,Rocuronium Bromid,unknown
Deferoxamin mesilat,Natri bicarbonat,unknown
Deferoxamin mesilat,Natri Chlorid,unknown
Deferoxamin mesilat,Natri lactat,unknown
Deferoxamin mesilat,Sugammadex,unknown
Deferoxamin mesilat,Terbutalin sulfat,unknown
Deferoxamin mesilat,Tinidazol,unknown
Deferoxamin mesilat,Tobramycin sulfat,unknown
Deferoxamin mesilat,Vancomycin,unknown
Deferoxamin mesilat,Voriconazol,unknown
Deferoxamin mesilat,Hydrocortison,unknown
Deferoxamin mesilat,Iloprost,unknown
Deferoxamin mesilat,Imipenem + Cilasatin,unknown
Deferoxamin mesilat,Immune globulin,unknown
Deferoxamin mesilat,Insulin aspart,unknown
Deferoxamin mesilat,Iohexol,unknown
Deferoxamin mesilat,Iopromide,unknown
Deferoxamin mesilat,Ketamine,unknown
Deferoxamin mesilat,Ketorolac Tromethamol,unknown
Deferoxamin mesilat,Levobupivacain,unknown
Deferoxamin mesilat,Levofloxacin,unknown
Deferoxamin mesilat,Lidocain hydroclorid,unknown
Deferoxamin mesilat,Linezolid,unknown
Deferoxamin mesilat,Magie Chlorid,unknown
Deferoxamin mesilat,Magie sulfat,unknown
Deferoxamin mesilat,Manitol,unknown
Deferoxamin mesilat,Meropenem,unknown
Deferoxamin mesilat,Methotrexat,unknown
Deferoxamin mesilat,Methylprednisolon,unknown
Deferoxamin mesilat,Metronidazol,unknown
Deferoxamin mesilat,Micafungin natri,unknown
Deferoxamin mesilat,Midazolam,unknown
Deferoxamin mesilat,Milrinone,unknown
Deferoxamin mesilat,Morphin sulfat,unknown
Deferoxamin mesilat,Kali chlorid,unknown
Dexamethason phosphat,Dextrose,unknown
Dexamethason phosphat,Diazepam,incompatible
Dexamethason phosphat,Diphenhydramin hydroclorid,incompatible
Dexamethason phosphat,Dobutamine Hydrochlorid,incompatible
Dexamethason phosphat,Dopamin hydrochlorid,compatible
Dexamethason phosphat,Enoxaparin natri,unknown
Dexamethason phosphat,Esomeprazol,unknown
Dexamethason phosphat,Fentanyl,compatible
Dexamethason phosphat,Filgrastim,compatible
Dexamethason phosphat,Fluconazol,compatible
Dexamethason phosphat,Fosfomycin Sodium,compatible
Dexamethason phosphat,Furosemid,compatible
Dexamethason phosphat,Ganciclovir,compatible
Dexamethason phosphat,Gentamicin,controversial
Dexamethason phosphat,Heparin natri,compatible
Dexamethason phosphat,Gelatin,unknown
Dexamethason phosphat,Natri colistimethat,compatible
Dexamethason phosphat,Recombinant Human Erythropoietin alfa,compatible
Dexamethason phosphat,Naloxon hydroclorid,compatible
Dexamethason phosphat,Neostigmin methylsulfat,unknown
Dexamethason phosphat,Nicardipin hydrochlorid,incompatible
Dexamethason phosphat,Noradrenalin,unknown
Dexamethason phosphat,Octreotide,compatible
Dexamethason phosphat,Omeprazol,unknown
Dexamethason phosphat,Ondansetron,compatible
Dexamethason phosphat,Oxacilin,compatible
Dexamethason phosphat,Pantoprazol,incompatible
Dexamethason phosphat,Phenobarbital,compatible
Dexamethason phosphat,Phytomenadion,compatible
Dexamethason phosphat,Piperacilin + Tazobactam,compatible
Dexamethason phosphat,Propofol,compatible
Dexamethason phosphat,Rocuronium Bromid,controversial
Dexamethason phosphat,Natri bicarbonat,compatible
Dexamethason phosphat,Natri Chlorid,unknown
Dexamethason phosphat,Natri lactat,unknown
Dexamethason phosphat,Sugammadex,unknown
Dexamethason phosphat,Terbutalin sulfat,unknown
Dexamethason phosphat,Tinidazol,unknown
Dexamethason phosphat,Tobramycin sulfat,incompatible
Dexamethason phosphat,Vancomycin,compatible
Dexamethason phosphat,Voriconazol,compatible
Dexamethason phosphat,Hydrocortison,unknown
Dexamethason phosphat,Iloprost,unknown
Dexamethason phosphat,Imipenem + Cilasatin,compatible
Dexamethason phosphat,Immune globulin,unknown
Dexamethason phosphat,Insulin aspart,unknown
Dexamethason phosphat,Iohexol,unknown
Dexamethason phosphat,Iopromide,unknown
Dexamethason phosphat,Ketamine,incompatible
Dexamethason phosphat,Ketorolac Tromethamol,compatible
Dexamethason phosphat,Levobupivacain,unknown
Dexamethason phosphat,Levofloxacin,compatible
Dexamethason phosphat,Lidocain hydroclorid,compatible
Dexamethason phosphat,Linezolid,compatible
Dexamethason phosphat,Magie Chlorid,unknown
Dexamethason phosphat,Magie sulfat,incompatible
Dexamethason phosphat,Manitol,compatible
Dexamethason phosphat,Meropenem,compatible
Dexamethason phosphat,Methotrexat,controversial
Dexamethason phosphat,Methylprednisolon,unknown
Dexamethason phosphat,Metronidazol,compatible
Dexamethason phosphat,Micafungin natri,unknown
Dexamethason phosphat,Midazolam,incompatible
Dexamethason phosphat,Milrinone,compatible
Dexamethason phosphat,Morphin sulfat,compatible
Dexamethason phosphat,Kali chlorid,compatible
Dextrose,Diazepam,unknown
Dextrose,Diphenhydramin hydroclorid,unknown
Dextrose,Dobutamine Hydrochlorid,unknown
Dextrose,Dopamin hydrochlorid,unknown
Dextrose,Enoxaparin natri,unknown
Dextrose,Esomeprazol,unknown
Dextrose,Fentanyl,unknown
Dextrose,Filgrastim,unknown
Dextrose,Fluconazol,unknown
Dextrose,Fosfomycin Sodium,unknown
Dextrose,Furosemid,unknown
Dextrose,Ganciclovir,unknown
Dextrose,Gentamicin,unknown
Dextrose,Heparin natri,unknown
Dextrose,Gelatin,unknown
Dextrose,Natri colistimethat,unknown
Dextrose,Recombinant Human Erythropoietin alfa,unknown
Dextrose,Naloxon hydroclorid,unknown
Dextrose,Neostigmin methylsulfat,unknown
Dextrose,Nicardipin hydrochlorid,unknown
Dextrose,Noradrenalin,unknown
Dextrose,Octreotide,unknown
Dextrose,Omeprazol,unknown
Dextrose,Ondansetron,unknown
Dextrose,Oxacilin,unknown
Dextrose,Pantoprazol,unknown
Dextrose,Phenobarbital,unknown
Dextrose,Phytomenadion,unknown
Dextrose,Piperacilin + Tazobactam,unknown
Dextrose,Propofol,unknown
Dextrose,Rocuronium Bromid,unknown
Dextrose,Natri bicarbonat,unknown
Dextrose,Natri Chlorid,unknown
Dextrose,Natri lactat,unknown
Dextrose,Sugammadex,unknown
Dextrose,Terbutalin sulfat,unknown
Dextrose,Tinidazol,unknown
Dextrose,Tobramycin sulfat,unknown
Dextrose,Vancomycin,unknown
Dextrose,Voriconazol,unknown
Dextrose,Hydrocortison,unknown
Dextrose,Iloprost,unknown
Dextrose,Imipenem + Cilasatin,unknown
Dextrose,Immune globulin,unknown
Dextrose,Insulin aspart,unknown
Dextrose,Iohexol,unknown
Dextrose,Iopromide,unknown
Dextrose,Ketamine,unknown
Dextrose,Ketorolac Tromethamol,unknown
Dextrose,Levobupivacain,unknown
Dextrose,Levofloxacin,unknown
Dextrose,Lidocain hydroclorid,unknown
Dextrose,Linezolid,unknown
Dextrose,Magie Chlorid,unknown
Dextrose,Magie sulfat,unknown
Dextrose,Manitol,unknown
Dextrose,Meropenem,unknown
Dextrose,Methotrexat,unknown
Dextrose,Methylprednisolon,unknown
Dextrose,Metronidazol,unknown
Dextrose,Micafungin natri,unknown
Dextrose,Midazolam,unknown
Dextrose,Milrinone,unknown
Dextrose,Morphin sulfat,unknown
Dextrose,Kali chlorid,unknown
Diazepam,Diphenhydramin hydroclorid,incompatible
Diazepam,Dobutamine Hydrochlorid,controversial
Diazepam,Dopamin hydrochlorid,incompatible
Diazepam,Enoxaparin natri,unknown
Diazepam,Esomeprazol,unknown
Diazepam,Fentanyl,controversial
Diazepam,Filgrastim,unknown
Diazepam,Fluconazol,incompatible
Diazepam,Fosfomycin Sodium,unknown
Diazepam,Furosemid,incompatible
Diazepam,Ganciclovir,incompatible
Diazepam,Gentamicin,incompatible
Diazepam,Heparin natri,incompatible
Diazepam,Gelatin,unknown
Diazepam,Natri colistimethat,unknown
Diazepam,Recombinant Human Erythropoietin alfa,incompatible
Diazepam,Naloxon hydroclorid,incompatible
Diazepam,Neostigmin methylsulfat,unknown
Diazepam,Nicardipin hydrochlorid,incompatible
Diazepam,Noradrenalin,unknown
Diazepam,Octreotide,incompatible
Diazepam,Omeprazol,unknown
Diazepam,Ondansetron,controversial
Diazepam,Oxacilin,incompatible
Diazepam,Pantoprazol,incompatible
Diazepam,Phenobarbital,incompatible
Diazepam,Phytomenadion,incompatible
Diazepam,Piperacilin + Tazobactam,compatible
Diazepam,Propofol,incompatible
Diazepam,Rocuronium Bromid,incompatible
Diazepam,Natri bicarbonat,incompatible
Diazepam,Natri Chlorid,unknown
Diazepam,Natri lactat,unknown
Diazepam,Sugammadex,unknown
Diazepam,Terbutalin sulfat,unknown
Diazepam,Tinidazol,unknown
Diazepam,Tobramycin sulfat,incompatible
Diazepam,Vancomycin,incompatible
Diazepam,Voriconazol,incompatible
Diazepam,Hydrocortison,unknown
Diazepam,Iloprost,unknown
Diazepam,Imipenem + Cilasatin,incompatible
Diazepam,Immune globulin,unknown
Diazepam,Insulin aspart,unknown
Diazepam,Iohexol,unknown
Diazepam,Iopromide,unknown
Diazepam,Ketamine,unknown
Diazepam,Ketorolac Tromethamol,incompatible
Diazepam,Levobupivacain,unknown
Diazepam,Levofloxacin,incompatible
Diazepam,Lidocain hydroclorid,incompatible
Diazepam,Linezolid,incompatible
Diazepam,Magie Chlorid,unknown
Diazepam,Magie sulfat,incompatible
Diazepam,Manitol,incompatible
Diazepam,Meropenem,incompatible
Diazepam,Methotrexat,incompatible
Diazepam,Methylprednisolon,unknown
Diazepam,Metronidazol,incompatible
Diazepam,Micafungin natri,unknown
Diazepam,Midazolam,incompatible
Diazepam,Milrinone,incompatible
Diazepam,Morphin sulfat,controversial
Diazepam,Kali chlorid,incompatible
Diphenhydramin hydroclorid,Dobutamine Hydrochlorid,compatible
Diphenhydramin hydroclorid,Dopamin hydrochlorid,compatible
Diphenhydramin hydroclorid,Enoxaparin natri,unknown
Diphenhydramin hydroclorid,Esomeprazol,unknown
Diphenhydramin hydroclorid,Fentanyl,compatible
Diphenhydramin hydroclorid,Filgrastim,compatible
Diphenhydramin hydroclorid,Fluconazol,compatible
Diphenhydramin hydroclorid,Fosfomycin Sodium,incompatible
Diphenhydramin hydroclorid,Furosemid,incompatible
Diphenhydramin hydroclorid,Ganciclovir,incompatible
Diphenhydramin hydroclorid,Gentamicin,compatible
Diphenhydramin hydroclorid,Heparin natri,incompatible
Diphenhydramin hydroclorid,Gelatin,unknown
Diphenhydramin hydroclorid,Natri colistimethat,unknown
Diphenhydramin hydroclorid,Recombinant Human Erythropoietin alfa,compatible
Diphenhydramin hydroclorid,Naloxon hydroclorid,compatible
Diphenhydramin hydroclorid,Neostigmin methylsulfat,unknown
Diphenhydramin hydroclorid,Nicardipin hydrochlorid,compatible
Diphenhydramin hydroclorid,Noradrenalin,unknown
Diphenhydramin hydroclorid,Octreotide,compatible
Diphenhydramin hydroclorid,Omeprazol,unknown
Diphenhydramin hydroclorid,Ondansetron,compatible
Diphenhydramin hydroclorid,Oxacilin,incompatible
Diphenhydramin hydroclorid,Pantoprazol,incompatible
Diphenhydramin hydroclorid,Phenobarbital,incompatible
Diphenhydramin hydroclorid,Phytomenadion,compatible
Diphenhydramin hydroclorid,Piperacilin + Tazobactam,compatible
Diphenhydramin hydroclorid,Propofol,compatible
Diphenhydramin hydroclorid,Rocuronium Bromid,compatible
Diphenhydramin hydroclorid,Natri bicarbonat,incompatible
Diphenhydramin hydroclorid,Natri Chlorid,unknown
Diphenhydramin hydroclorid,Natri lactat,unknown
Diphenhydramin hydroclorid,Sugammadex,unknown
Diphenhydramin hydroclorid,Terbutalin sulfat,unknown
Diphenhydramin hydroclorid,Tinidazol,unknown
Diphenhydramin hydroclorid,Tobramycin sulfat,compatible
Diphenhydramin hydroclorid,Vancomycin,compatible
Diphenhydramin hydroclorid,Voriconazol,compatible
Diphenhydramin hydroclorid,Hydrocortison,unknown
Diphenhydramin hydroclorid,Iloprost,unknown
Diphenhydramin hydroclorid,Imipenem + Cilasatin,compatible
Diphenhydramin hydroclorid,Immune globulin,unknown
Diphenhydramin hydroclorid,Insulin aspart,unknown
Diphenhydramin hydroclorid,Iohexol,unknown
Diphenhydramin hydroclorid,Iopromide,unknown
Diphenhydramin hydroclorid,Ketamine,compatible
Diphenhydramin hydroclorid,Ketorolac Tromethamol,incompatible
Diphenhydramin hydroclorid,Levobupivacain,unknown
Diphenhydramin hydroclorid,Levofloxacin,compatible
Diphenhydramin hydroclorid,Lidocain hydroclorid,compatible
Diphenhydramin hydroclorid,Linezolid,compatible
Diphenhydramin hydroclorid,Magie Chlorid,unknown
Diphenhydramin hydroclorid,Magie sulfat,compatible
Diphenhydramin hydroclorid,Manitol,compatible
Diphenhydramin hydroclorid,Meropenem,compatible
Diphenhydramin hydroclorid,Methotrexat,compatible
Diphenhydramin hydroclorid,Methylprednisolon,unknown
Diphenhydramin hydroclorid,Metronidazol,compatible
Diphenhydramin hydroclorid,Micafungin natri,unknown
Diphenhydramin hydroclorid,Midazolam,compatible
Diphenhydramin hydroclorid,Milrinone,incompatible
Diphenhydramin hydroclorid,Morphin sulfat,compatible
Diphenhydramin hydroclorid,Kali chlorid,compatible
Dobutamine Hydrochlorid,Dopamin hydrochlorid,compatible
Dobutamine Hydrochlorid,Enoxaparin natri,unknown
Dobutamine Hydrochlorid,Esomeprazol,incompatible
