record_id,raw_mention,normalized_mention,interaction_count,proposed_concept_code,proposed_name_vi,concept_type,body_system,severity,course,stage,dialysis,criteria_text,source_fragment,expression,is_compound,confidence,ai_status,match_status,mapping_status,reason,review_decision,review_note
condition-mention:f226c21e8ac7ecfe,Rối loạn chuyển hóa calci (tăng calci máu và tăng calci niệu),roi loan chuyen hoa calci tang calci mau va tang calci nieu,1,hypercalcemia,Tăng calci máu,clinical_finding,electrolyte,,,,,,Rối loạn chuyển hóa calci (tăng calci máu và tăng calci niệu),and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:f226c21e8ac7ecfe,Rối loạn chuyển hóa calci (tăng calci máu và tăng calci niệu),roi loan chuyen hoa calci tang calci mau va tang calci nieu,1,hypercalciuria,Tăng calci niệu,clinical_finding,electrolyte,,,,,,Rối loạn chuyển hóa calci (tăng calci máu và tăng calci niệu),and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:f226c21e8ac7ecfe,Rối loạn chuyển hóa calci (tăng calci máu và tăng calci niệu),roi loan chuyen hoa calci tang calci mau va tang calci nieu,1,calcium_metabolism_disorder,Rối loạn chuyển hóa calci,disease,metabolic,,,,,,Rối loạn chuyển hóa calci (tăng calci máu và tăng calci niệu),and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:193cdfa47a788885,Rối loạn chuyển hóa liên quan đến lactose,roi loan chuyen hoa lien quan den lactose,1,lactose_metabolism_disorder,Rối loạn chuyển hóa lactose,disease,metabolic,,,,,,Rối loạn chuyển hóa liên quan đến lactose,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:94ce62439980e0d2,rối loạn chuyển hóa (phenylketonuria) di truyền,roi loan chuyen hoa phenylketonuria di truyen,1,phenylketonuria,Phenylketon niệu,disease,metabolic,,,,,,rối loạn chuyển hóa (phenylketonuria) di truyền,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:edc2800c19b8cb2f,Rối loạn chuyển hóa porphyria,roi loan chuyen hoa porphyria,1,porphyria,Rối loạn chuyển hóa porphyrin,disease,metabolic,,,,,,Rối loạn chuyển hóa porphyria,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:1fe1e5a36a296444,Rối loạn chuyển hóa porphyrin cấp tính,roi loan chuyen hoa porphyrin cap tinh,1,porphyria,Rối loạn chuyển hóa porphyrin,disease,metabolic,,acute,,,,Rối loạn chuyển hóa porphyrin cấp tính,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b46dff0ced1ea3e5,Rối loạn chuyển hóa Porphyrin da muộn,roi loan chuyen hoa porphyrin da muon,1,porphyria,Rối loạn chuyển hóa porphyrin,disease,metabolic,,,,,,Rối loạn chuyển hóa Porphyrin da muộn,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:894963eff07c7c40,Rối loạn chuyển hóa porphyrin phải trải qua quá trình thẩm phân máu,roi loan chuyen hoa porphyrin phai trai qua qua trinh tham phan mau,1,dialysis,Đang điều trị thay thế thận/lọc máu,procedure_state,renal,,,,,,Rối loạn chuyển hóa porphyrin phải trải qua quá trình thẩm phân máu,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:894963eff07c7c40,Rối loạn chuyển hóa porphyrin phải trải qua quá trình thẩm phân máu,roi loan chuyen hoa porphyrin phai trai qua qua trinh tham phan mau,1,porphyria,Rối loạn chuyển hóa porphyrin,disease,metabolic,,,,,,Rối loạn chuyển hóa porphyrin phải trải qua quá trình thẩm phân máu,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:376d7be4302a74ca,Rối loạn dẫn truyền nhĩ thất,roi loan dan truyen nhi that,1,atrioventricular_block,Blốc nhĩ thất,disease,cardiovascular,,,,,,Rối loạn dẫn truyền nhĩ thất,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:f2b4639e114b1b60,"Rối loạn dẫn truyền thần kinh cơ (bệnh nhược cơ, hội chứng Eaton-Lambert, loạn dưỡng cơ Duchene tăng)","roi loan dan truyen than kinh co benh nhuoc co, hoi chung eaton lambert, loan duong co duchene tang",1,myasthenia_gravis,Nhược cơ,disease,neuromuscular,,,,,,"Rối loạn dẫn truyền thần kinh cơ (bệnh nhược cơ, hội chứng Eaton-Lambert, loạn dưỡng cơ Duchene tăng)",single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:cc38ed359e794f6c,"Rối loạn di truyền hiếm gặp như không dung nạp galactose, thiếu hụt lactase hoàn toàn hoặc kém hấp thu glucose, galactose","roi loan di truyen hiem gap nhu khong dung nap galactose, thieu hut lactase hoan toan hoac kem hap thu glucose, galactose",1,hereditary_galactose_intolerance,Không dung nạp galactose di truyền,disease,metabolic,,,,,,"Rối loạn di truyền hiếm gặp như không dung nạp galactose, thiếu hụt lactase hoàn toàn hoặc kém hấp thu glucose, galactose",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:cc38ed359e794f6c,"Rối loạn di truyền hiếm gặp như không dung nạp galactose, thiếu hụt lactase hoàn toàn hoặc kém hấp thu glucose, galactose","roi loan di truyen hiem gap nhu khong dung nap galactose, thieu hut lactase hoan toan hoac kem hap thu glucose, galactose",1,glucose_galactose_malabsorption,Kém hấp thu glucose-galactose,disease,metabolic,,,,,,"Rối loạn di truyền hiếm gặp như không dung nạp galactose, thiếu hụt lactase hoàn toàn hoặc kém hấp thu glucose, galactose",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:cc38ed359e794f6c,"Rối loạn di truyền hiếm gặp như không dung nạp galactose, thiếu hụt lactase hoàn toàn hoặc kém hấp thu glucose, galactose","roi loan di truyen hiem gap nhu khong dung nap galactose, thieu hut lactase hoan toan hoac kem hap thu glucose, galactose",1,lactase_deficiency,Thiếu hụt lactase,disease,metabolic,,,,,,"Rối loạn di truyền hiếm gặp như không dung nạp galactose, thiếu hụt lactase hoàn toàn hoặc kém hấp thu glucose, galactose",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:6edd28c269ecab30,"Rối loạn di truyền hiếm gặp về dung nạp galactose, chứng thiếu hụt lactose Lapp hoặc rối loạn hấp thu glucose-galactose","roi loan di truyen hiem gap ve dung nap galactose, chung thieu hut lactose lapp hoac roi loan hap thu glucose galactose",1,glucose_galactose_malabsorption,Kém hấp thu glucose-galactose,disease,metabolic,,,,,,"Rối loạn di truyền hiếm gặp về dung nạp galactose, chứng thiếu hụt lactose Lapp hoặc rối loạn hấp thu glucose-galactose",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:fe19e8264ca24ba1,"Rối loạn điện giải (Mức kali hoặc natri trong máu thấp, mức calci trong máu cao)","roi loan dien giai muc kali hoac natri trong mau thap, muc calci trong mau cao",1,electrolyte_disorder,Rối loạn điện giải,clinical_finding,electrolyte,,,,,,"Rối loạn điện giải (Mức kali hoặc natri trong máu thấp, mức calci trong máu cao)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c524852fa20154d9,Rối loạn điện giải trước đó,roi loan dien giai truoc do,1,electrolyte_disorder,Rối loạn điện giải,clinical_finding,electrolyte,,,,,,Rối loạn điện giải trước đó,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4754ce5accbac988,"Rối loạn đông máu nặng, viêm màng trong tim nhiễm khuẩn, chọc dò tủy sống hoặc quanh màng cứng và phong bế giao cảm","roi loan dong mau nang, viem mang trong tim nhiem khuan, choc do tuy song hoac quanh mang cung va phong be giao cam",1,bleeding_disorder,Rối loạn chảy máu/đông máu,disease,hematologic,,,,,,"Rối loạn đông máu nặng, viêm màng trong tim nhiễm khuẩn, chọc dò tủy sống hoặc quanh màng cứng và phong bế giao cảm",mixed,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4754ce5accbac988,"Rối loạn đông máu nặng, viêm màng trong tim nhiễm khuẩn, chọc dò tủy sống hoặc quanh màng cứng và phong bế giao cảm","roi loan dong mau nang, viem mang trong tim nhiem khuan, choc do tuy song hoac quanh mang cung va phong be giao cam",1,infection,Nhiễm trùng/nhiễm khuẩn,disease,infectious,,,,,,"Rối loạn đông máu nặng, viêm màng trong tim nhiễm khuẩn, chọc dò tủy sống hoặc quanh màng cứng và phong bế giao cảm",mixed,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:9169543e15cdb2fc,"Rối loạn đông máu, đang điều trị với thuốc chống đông","roi loan dong mau, dang dieu tri voi thuoc chong dong",1,anticoagulant_use,Đang dùng thuốc chống đông,treatment_state,special,,,,,,"Rối loạn đông máu, đang điều trị với thuốc chống đông",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:9169543e15cdb2fc,"Rối loạn đông máu, đang điều trị với thuốc chống đông","roi loan dong mau, dang dieu tri voi thuoc chong dong",1,bleeding_disorder,Rối loạn chảy máu/đông máu,disease,hematologic,,,,,,"Rối loạn đông máu, đang điều trị với thuốc chống đông",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:607f44fdeced9177,"Rối loạn dung nạp fructose, hấp thu kém glucose và galactose hoặc thiếu enzym tiêu hóa sucrose và isomaltase","roi loan dung nap fructose, hap thu kem glucose va galactose hoac thieu enzym tieu hoa sucrose va isomaltase",1,glucose_galactose_malabsorption,Kém hấp thu glucose-galactose,disease,metabolic,,,,,,"Rối loạn dung nạp fructose, hấp thu kém glucose và galactose hoặc thiếu enzym tiêu hóa sucrose và isomaltase",mixed,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:347158d4eabf0d27,"Rối loạn dung nạp glucose, chứng thiếu hụt lactase Lapp hoặc rối loạn hấp thu glucose-galactose","roi loan dung nap glucose, chung thieu hut lactase lapp hoac roi loan hap thu glucose galactose",1,glucose_galactose_malabsorption,Kém hấp thu glucose-galactose,disease,metabolic,,,,,,"Rối loạn dung nạp glucose, chứng thiếu hụt lactase Lapp hoặc rối loạn hấp thu glucose-galactose",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:347158d4eabf0d27,"Rối loạn dung nạp glucose, chứng thiếu hụt lactase Lapp hoặc rối loạn hấp thu glucose-galactose","roi loan dung nap glucose, chung thieu hut lactase lapp hoac roi loan hap thu glucose galactose",1,lactase_deficiency,Thiếu hụt lactase,disease,metabolic,,,,,,"Rối loạn dung nạp glucose, chứng thiếu hụt lactase Lapp hoặc rối loạn hấp thu glucose-galactose",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:8a7f2d0f65bb8122,Rối loạn hoạt động cơ (nhược cơ hoặc Parkinson),roi loan hoat dong co nhuoc co hoac parkinson,1,parkinson_disease,Bệnh Parkinson,disease,neurologic,,,,,,Rối loạn hoạt động cơ (nhược cơ hoặc Parkinson),or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:8a7f2d0f65bb8122,Rối loạn hoạt động cơ (nhược cơ hoặc Parkinson),roi loan hoat dong co nhuoc co hoac parkinson,1,myasthenia_gravis,Nhược cơ,disease,neuromuscular,,,,,,Rối loạn hoạt động cơ (nhược cơ hoặc Parkinson),or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4c44d35e9e0d833f,Rối loạn mạch thiếu máu cục bộ,roi loan mach thieu mau cuc bo,1,ischemia,Thiếu máu cục bộ,clinical_finding,cardiovascular,,,,,,Rối loạn mạch thiếu máu cục bộ,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:e9ce08a65247d960,rối loạn máu,roi loan mau,1,bleeding_disorder,Rối loạn chảy máu/đông máu,disease,hematologic,,,,,,rối loạn máu,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4d4f10b833ca689e,Rối loạn nhân cách,roi loan nhan cach,1,personality_disorder,Rối loạn nhân cách,disease,psychiatric,,,,,,Rối loạn nhân cách,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:7b9a4522a9645982,Rối loạn nhịp nhanh bệnh lý,roi loan nhip nhanh benh ly,1,arrhythmia,Rối loạn nhịp tim,disease,cardiovascular,,,,,,Rối loạn nhịp nhanh bệnh lý,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4857846589d21af5,rối loạn nhịp tim,roi loan nhip tim,1,arrhythmia,Rối loạn nhịp tim,disease,cardiovascular,,,,,nhịp tim,rối loạn nhịp tim,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:7cbd0d65ea19a652,Rối loạn nhịp tim nặng,roi loan nhip tim nang,1,arrhythmia,Rối loạn nhịp tim,disease,cardiovascular,severe,,,,nhịp tim nặng,Rối loạn nhịp tim nặng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:fbf37e0a302a28bc,Rối loạn nhịp tim (nhịp tim <60bpm trước khi bắt đầu điều trị),roi loan nhip tim nhip tim <60bpm truoc khi bat dau dieu tri,1,arrhythmia,Rối loạn nhịp tim,disease,cardiovascular,,,,,nhịp tim (nhịp tim <60bpm trước khi bắt đầu điều trị,Rối loạn nhịp tim (nhịp tim <60bpm trước khi bắt đầu điều trị),single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c391fb056d81ac03,Rối loạn nước và điện giải,roi loan nuoc va dien giai,1,electrolyte_disorder,Rối loạn điện giải,clinical_finding,electrolyte,,,,,,Rối loạn nước và điện giải,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:472d9e2f4e896c39,Rối loạn phổi tắc nghẽn mạn tính,roi loan phoi tac nghen man tinh,1,copd,Bệnh phổi tắc nghẽn mạn tính,disease,respiratory,,chronic,,,,Rối loạn phổi tắc nghẽn mạn tính,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:727a1c3c4278b7dd,Rối loạn sử dụng carbohydrat,roi loan su dung carbohydrat,1,carbohydrate_metabolism_disorder,Rối loạn chuyển hóa carbohydrat,disease,metabolic,,,,,,Rối loạn sử dụng carbohydrat,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:ecd3673914d0dced,Rối loạn tắc nghẽn đường mật và suy gan nặng,roi loan tac nghen duong mat va suy gan nang,1,biliary_obstruction,Tắc nghẽn đường mật,disease,hepatic,,,,,,Rối loạn tắc nghẽn đường mật và suy gan nặng,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:ecd3673914d0dced,Rối loạn tắc nghẽn đường mật và suy gan nặng,roi loan tac nghen duong mat va suy gan nang,1,hepatic_impairment,Suy giảm chức năng gan,organ_impairment,hepatic,,,,,,Rối loạn tắc nghẽn đường mật và suy gan nặng,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:f7278c0d652fb849,Rối loạn tắc nghẽn mật,roi loan tac nghen mat,1,biliary_obstruction,Tắc nghẽn đường mật,disease,hepatic,,,,,,Rối loạn tắc nghẽn mật,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:a8295d6ea9444914,Rối loạn tắc nghẽn mật / Ứ mật,roi loan tac nghen mat u mat,1,cholestasis,Ứ mật,disease,hepatic,,,,,,Rối loạn tắc nghẽn mật / Ứ mật,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:a8295d6ea9444914,Rối loạn tắc nghẽn mật / Ứ mật,roi loan tac nghen mat u mat,1,biliary_obstruction,Tắc nghẽn đường mật,disease,hepatic,,,,,,Rối loạn tắc nghẽn mật / Ứ mật,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:add43c6d2c6b55e2,Rối loạn tâm thần cấp tính,roi loan tam than cap tinh,1,psychotic_disorder,Rối loạn tâm thần,disease,psychiatric,,acute,,,,Rối loạn tâm thần cấp tính,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b2773ab256800b42,Rối loạn tâm thần nặng,roi loan tam than nang,1,psychotic_disorder,Rối loạn tâm thần,disease,psychiatric,severe,,,,,Rối loạn tâm thần nặng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:59eafff76f118921,Rối loạn tâm thần phân liệt,roi loan tam than phan liet,1,schizophrenia,Tâm thần phân liệt,disease,psychiatric,,,,,,Rối loạn tâm thần phân liệt,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:ccb20abc0a801094,Rối loạn tạo máu,roi loan tao mau,1,bone_marrow_suppression,Suy tủy/rối loạn tạo máu,disease,hematologic,,,,,,Rối loạn tạo máu,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:a43399f78b5094d5,"rối loạn thần kinh trung ương hay thần kinh ngoại biên, mãn tính hay đang tiến triển nặng","roi loan than kinh trung uong hay than kinh ngoai bien, man tinh hay dang tien trien nang",1,nervous_system_disease,Bệnh hệ thần kinh,disease,neurologic,severe,chronic,,,,"rối loạn thần kinh trung ương hay thần kinh ngoại biên, mãn tính hay đang tiến triển nặng",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b905dd9cb45ad8d6,Rối loạn thị giác kiểu loạn màu sắc mắc phải,roi loan thi giac kieu loan mau sac mac phai,1,bleeding_disorder,Rối loạn chảy máu/đông máu,disease,hematologic,,,,,,Rối loạn thị giác kiểu loạn màu sắc mắc phải,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b905dd9cb45ad8d6,Rối loạn thị giác kiểu loạn màu sắc mắc phải,roi loan thi giac kieu loan mau sac mac phai,1,color_vision_defect,Rối loạn sắc giác,disease,ophthalmic,,,,,,Rối loạn thị giác kiểu loạn màu sắc mắc phải,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:012f0cc62ec2c7c8,"rối loạn tim mạch bao gồm nhịp tim chậm hoặc nhồi máu cơ tim, hạ huyết áp","roi loan tim mach bao gom nhip tim cham hoac nhoi mau co tim, ha huyet ap",1,hypotension,Hạ huyết áp,clinical_finding,cardiovascular,,,,,,"rối loạn tim mạch bao gồm nhịp tim chậm hoặc nhồi máu cơ tim, hạ huyết áp",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:012f0cc62ec2c7c8,"rối loạn tim mạch bao gồm nhịp tim chậm hoặc nhồi máu cơ tim, hạ huyết áp","roi loan tim mach bao gom nhip tim cham hoac nhoi mau co tim, ha huyet ap",1,myocardial_infarction,Nhồi máu cơ tim,disease,cardiovascular,,,,,,"rối loạn tim mạch bao gồm nhịp tim chậm hoặc nhồi máu cơ tim, hạ huyết áp",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:012f0cc62ec2c7c8,"rối loạn tim mạch bao gồm nhịp tim chậm hoặc nhồi máu cơ tim, hạ huyết áp","roi loan tim mach bao gom nhip tim cham hoac nhoi mau co tim, ha huyet ap",1,bradycardia,Nhịp tim chậm,clinical_finding,cardiovascular,,,,,,"rối loạn tim mạch bao gồm nhịp tim chậm hoặc nhồi máu cơ tim, hạ huyết áp",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:8a225b137a01c0f5,Rối loạn tim mạch nghiêm trọng,roi loan tim mach nghiem trong,1,cardiovascular_disease,Bệnh tim mạch,disease,cardiovascular,severe,,,,,Rối loạn tim mạch nghiêm trọng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:7ccb8e389bbc4b70,"Rối loạn tim nghiêm trọng, nhồi máu cơ tim, bệnh mạch vành, bệnh cơ tim phì đại, nhịp tim nhanh","roi loan tim nghiem trong, nhoi mau co tim, benh mach vanh, benh co tim phi dai, nhip tim nhanh",1,myocardial_infarction,Nhồi máu cơ tim,disease,cardiovascular,,,,,,"Rối loạn tim nghiêm trọng, nhồi máu cơ tim, bệnh mạch vành, bệnh cơ tim phì đại, nhịp tim nhanh",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:7ccb8e389bbc4b70,"Rối loạn tim nghiêm trọng, nhồi máu cơ tim, bệnh mạch vành, bệnh cơ tim phì đại, nhịp tim nhanh","roi loan tim nghiem trong, nhoi mau co tim, benh mach vanh, benh co tim phi dai, nhip tim nhanh",1,ischemic_heart_disease,Bệnh tim thiếu máu cục bộ,disease,cardiovascular,,,,,,"Rối loạn tim nghiêm trọng, nhồi máu cơ tim, bệnh mạch vành, bệnh cơ tim phì đại, nhịp tim nhanh",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:7ccb8e389bbc4b70,"Rối loạn tim nghiêm trọng, nhồi máu cơ tim, bệnh mạch vành, bệnh cơ tim phì đại, nhịp tim nhanh","roi loan tim nghiem trong, nhoi mau co tim, benh mach vanh, benh co tim phi dai, nhip tim nhanh",1,tachycardia,Nhịp tim nhanh,clinical_finding,cardiovascular,,,,,,"Rối loạn tim nghiêm trọng, nhồi máu cơ tim, bệnh mạch vành, bệnh cơ tim phì đại, nhịp tim nhanh",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:7ccb8e389bbc4b70,"Rối loạn tim nghiêm trọng, nhồi máu cơ tim, bệnh mạch vành, bệnh cơ tim phì đại, nhịp tim nhanh","roi loan tim nghiem trong, nhoi mau co tim, benh mach vanh, benh co tim phi dai, nhip tim nhanh",1,hypertrophic_cardiomyopathy,Bệnh cơ tim phì đại,disease,cardiovascular,,,,,,"Rối loạn tim nghiêm trọng, nhồi máu cơ tim, bệnh mạch vành, bệnh cơ tim phì đại, nhịp tim nhanh",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:7ccb8e389bbc4b70,"Rối loạn tim nghiêm trọng, nhồi máu cơ tim, bệnh mạch vành, bệnh cơ tim phì đại, nhịp tim nhanh","roi loan tim nghiem trong, nhoi mau co tim, benh mach vanh, benh co tim phi dai, nhip tim nhanh",1,muscle_disease,Bệnh cơ,disease,neuromuscular,,,,,,"Rối loạn tim nghiêm trọng, nhồi máu cơ tim, bệnh mạch vành, bệnh cơ tim phì đại, nhịp tim nhanh",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:10341fbd906dda67,Rối loạn tuần hoàn ngoại biên nặng,roi loan tuan hoan ngoai bien nang,1,peripheral_circulatory_disorder,Rối loạn tuần hoàn ngoại biên,disease,cardiovascular,severe,,,,,Rối loạn tuần hoàn ngoại biên nặng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:3a35a6df68118ef3,Rối loạn tuyến giáp,roi loan tuyen giap,1,thyroid_disease,Bệnh tuyến giáp,disease,endocrine,,,,,,Rối loạn tuyến giáp,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:443066af077caca3,Rối loạn vận động muộn,roi loan van dong muon,1,movement_disorder,Rối loạn vận động,disease,neurologic,,,,,,Rối loạn vận động muộn,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c07f8cfeb79c565c,Rối loạn vận động ngoại tháp,roi loan van dong ngoai thap,1,movement_disorder,Rối loạn vận động,disease,neurologic,,,,,,Rối loạn vận động ngoại tháp,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:230ba9af83b052e8,Rối loạn về máu,roi loan ve mau,1,blood_disorder,Bệnh lý về máu,disease,hematologic,,,,,,Rối loạn về máu,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:2bc6a7f1efa71c69,Rối loạn xoang - nhĩ nặng,roi loan xoang nhi nang,1,sinoatrial_block,Blốc xoang nhĩ,disease,cardiovascular,severe,,,,,Rối loạn xoang - nhĩ nặng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
